[INFO] [1508337743.067319]: [cone_finder] Initialized.
[INFO] [1508337767.266826]: FS = 0.203
[INFO] [1508337781.390060]: FS = 0.179
[INFO] [1508337796.234003]: FS = 0.187
[INFO] [1508337810.959588]: FS = 0.183
[INFO] [1508337825.205873]: FS = 0.181
[INFO] [1508337835.583565]: FS = 0.138
[INFO] [1508337846.220041]: FS = 0.139
[INFO] [1508337858.191027]: FS = 0.157
[INFO] [1508337871.643539]: FS = 0.173
[INFO] [1508337885.548487]: FS = 0.176
[INFO] [1508337899.881682]: FS = 0.181
