[INFO] [1508338222.568003]: Exec is starting
[INFO] [1508338233.569145]: New parameters received
[INFO] [1508338234.569150]: New parameters received
[INFO] [1508338235.569509]: New parameters received
[INFO] [1508338236.570723]: New parameters received
[INFO] [1508338237.568799]: New parameters received
[INFO] [1508338238.568971]: New parameters received
[INFO] [1508338239.569278]: New parameters received
[INFO] [1508338240.569219]: New parameters received
[INFO] [1508338241.569255]: New parameters received
[INFO] [1508338242.569190]: New parameters received
